iter	BalancedAccuracy	Logloss
883	0.8751164958	0.2897830423
884	0.8746505126	0.2897296343
885	0.8746505126	0.28967532
886	0.8746505126	0.2896187815
887	0.8746505126	0.2895537447
888	0.8751164958	0.2894337735
889	0.8746505126	0.2893675271
890	0.8746505126	0.289281902
891	0.8746505126	0.2892252688
892	0.8746505126	0.2891624602
893	0.8746505126	0.2891084385
894	0.8746505126	0.2890152824
895	0.8746505126	0.288950653
896	0.8746505126	0.2888585644
897	0.8746505126	0.2887805617
898	0.8746505126	0.2886496948
899	0.8746505126	0.2886116438
900	0.8746505126	0.2885286584
901	0.8751164958	0.2884878602
902	0.8751164958	0.2884421375
903	0.8751164958	0.2883187728
904	0.875582479	0.2882243072
905	0.8751164958	0.2881732004
906	0.875582479	0.2880813554
907	0.875582479	0.2879824399
908	0.875582479	0.2879167589
909	0.875582479	0.2878946067
910	0.875582479	0.287836119
911	0.875582479	0.2877771279
912	0.875582479	0.2877146621
913	0.875582479	0.28766589
914	0.8751164958	0.2874909134
915	0.875582479	0.2873576432
916	0.875582479	0.287284071
917	0.875582479	0.2871625141
918	0.875582479	0.2870568929
919	0.8751164958	0.2869279607
920	0.8751164958	0.2868521355
921	0.8760484623	0.2867593754
922	0.8760484623	0.2867193442
923	0.8760484623	0.2866317338
924	0.8760484623	0.2865471312
925	0.8760484623	0.2864758198
926	0.8760484623	0.2864290308
927	0.8760484623	0.2862543236
928	0.8765144455	0.286207502
929	0.8765144455	0.2861464234
930	0.8760484623	0.2860452324
931	0.8760484623	0.2859491491
932	0.8765144455	0.2858562056
933	0.8765144455	0.2857839495
934	0.8760484623	0.2856583424
935	0.8765144455	0.2855914244
936	0.8765144455	0.2855179967
937	0.8765144455	0.2854501673
938	0.8765144455	0.2852858136
939	0.8765144455	0.2852101683
940	0.8765144455	0.285048158
941	0.8765144455	0.2849844378
942	0.8765144455	0.2849381687
943	0.8765144455	0.2848173813
944	0.8765144455	0.2847609324
945	0.8765144455	0.2847036216
946	0.8765144455	0.2846424993
947	0.8765144455	0.2844852151
948	0.8765144455	0.2844038169
949	0.8769804287	0.2843406484
950	0.8769804287	0.284257885
951	0.8769804287	0.2841368769
952	0.8769804287	0.2840589881
953	0.8769804287	0.2839875642
954	0.8769804287	0.2839217108
955	0.8769804287	0.2838439008
956	0.8769804287	0.2837876626
957	0.8769804287	0.2837589637
958	0.8765144455	0.2836959681
959	0.8765144455	0.2835681656
960	0.8765144455	0.2835029592
961	0.8765144455	0.2834577345
962	0.8765144455	0.2833717384
963	0.8765144455	0.2833136338
964	0.8765144455	0.2831894897
965	0.8765144455	0.2831236306
966	0.8765144455	0.2830633772
967	0.8765144455	0.2829753989
968	0.8765144455	0.2828942802
969	0.8765144455	0.282802112
970	0.8765144455	0.2827429556
971	0.8765144455	0.2826285989
972	0.8765144455	0.2825110949
973	0.8765144455	0.2824136671
974	0.8765144455	0.2823535895
975	0.8765144455	0.2822922909
976	0.8765144455	0.2822232313
977	0.8765144455	0.2821489103
978	0.8765144455	0.2820821292
979	0.8765144455	0.2820188781
980	0.8765144455	0.281980194
981	0.8765144455	0.2818297983
982	0.8765144455	0.2817557502
983	0.8765144455	0.2816851662
984	0.8765144455	0.2816025238
985	0.8765144455	0.2815297581
986	0.8765144455	0.2814753482
987	0.8769804287	0.2814126904
988	0.8769804287	0.2813510055
989	0.8769804287	0.2813006362
990	0.8769804287	0.2812535931
991	0.8765144455	0.2811838972
992	0.8765144455	0.2810997309
993	0.8769804287	0.2810478868
994	0.8769804287	0.2809333033
995	0.8769804287	0.2808762499
996	0.8769804287	0.2808070612
997	0.8769804287	0.280761445
998	0.8769804287	0.2806951981
999	0.8769804287	0.2806456236
