iter	BalancedAccuracy	Logloss
84	0.8019571295	0.4438676094
85	0.8024231128	0.4429105506
86	0.8024231128	0.4418204211
87	0.802889096	0.4410514807
88	0.802889096	0.4403087439
89	0.802889096	0.4394965602
90	0.802889096	0.4387693864
91	0.802889096	0.4379477062
92	0.802889096	0.4372375679
93	0.802889096	0.4365104145
94	0.802889096	0.4357988965
95	0.802889096	0.4352713681
96	0.802889096	0.434626378
97	0.802889096	0.4340257156
98	0.8033550792	0.4334235932
99	0.8033550792	0.4328838103
100	0.802889096	0.4322528768
101	0.802889096	0.4317033847
102	0.802889096	0.4312694682
103	0.802889096	0.4307795074
104	0.8038210624	0.4300856813
105	0.8038210624	0.4293714817
106	0.8038210624	0.4287884825
107	0.8042870457	0.4280775241
108	0.8061509786	0.4274160074
109	0.8047530289	0.4268661974
110	0.8047530289	0.426278607
111	0.8047530289	0.4258940168
112	0.8052190121	0.4252395091
113	0.8052190121	0.4246466578
114	0.8052190121	0.4241850645
115	0.8047530289	0.4237727859
116	0.8047530289	0.4232211973
117	0.8052190121	0.4225863486
118	0.8052190121	0.4221420956
119	0.8052190121	0.4218598342
120	0.8052190121	0.4213824791
121	0.8056849953	0.4210350612
122	0.8052190121	0.4206584824
123	0.8061509786	0.4201273803
124	0.8056849953	0.4197097745
125	0.8061509786	0.4191699712
126	0.8056849953	0.4187387905
127	0.807082945	0.4180605681
128	0.8075489282	0.4177586488
129	0.8075489282	0.4170814652
130	0.8075489282	0.4165694659
131	0.807082945	0.4161722962
132	0.807082945	0.415576094
133	0.8066169618	0.4149215956
134	0.8066169618	0.414323274
135	0.8066169618	0.4138744911
136	0.807082945	0.4135183824
137	0.807082945	0.4131026896
138	0.807082945	0.4125566261
139	0.807082945	0.4121470911
140	0.807082945	0.4118067682
141	0.8075489282	0.4114154478
142	0.8084808947	0.4109133381
143	0.8084808947	0.41048618
144	0.8084808947	0.4101769854
145	0.8089468779	0.4097838692
146	0.8094128611	0.4092110965
147	0.8094128611	0.4089568982
148	0.8094128611	0.4087040473
149	0.8094128611	0.4082611603
150	0.8098788444	0.4079911034
151	0.8098788444	0.4075506727
152	0.8103448276	0.4070916916
153	0.8108108108	0.4064777755
154	0.8108108108	0.4061704002
155	0.8108108108	0.4058211959
156	0.8108108108	0.4056353429
157	0.8108108108	0.4052716801
158	0.811276794	0.4048730014
159	0.8117427773	0.4046291018
160	0.8122087605	0.4040862104
161	0.8122087605	0.4038085741
162	0.8136067102	0.4035241423
163	0.8136067102	0.4030996343
164	0.8140726934	0.4028429942
165	0.8140726934	0.4024735427
166	0.8140726934	0.402045144
167	0.8136067102	0.4017903084
168	0.8140726934	0.4014105624
169	0.8150046598	0.4010717708
170	0.8136067102	0.4007461985
171	0.8131407269	0.4004839174
172	0.8131407269	0.4000664087
173	0.8131407269	0.3997170825
174	0.8122087605	0.3993721431
175	0.8140726934	0.3989386051
176	0.8136067102	0.398477393
177	0.8140726934	0.3981774404
178	0.8140726934	0.3978926346
179	0.8150046598	0.3974205715
180	0.8150046598	0.3971377977
181	0.8150046598	0.3965689131
182	0.8150046598	0.3963361276
183	0.8154706431	0.3959950726
184	0.8154706431	0.3956734184
185	0.8154706431	0.3952674692
186	0.8154706431	0.3950083998
187	0.8168685927	0.394576231
188	0.8178005592	0.3943858533
189	0.8159366263	0.3939528859
190	0.8164026095	0.3936353721
191	0.8168685927	0.393051895
192	0.8168685927	0.3927832897
193	0.8164026095	0.3924330273
194	0.8164026095	0.3921600754
195	0.8168685927	0.3919735425
196	0.8178005592	0.3914903974
197	0.8178005592	0.3912539191
198	0.8182665424	0.3910472978
199	0.8182665424	0.3907400253
200	0.8187325256	0.3904661045
201	0.8191985089	0.3900544841
202	0.8191985089	0.3898194646
203	0.8196644921	0.3893727554
204	0.8201304753	0.3891048956
205	0.8201304753	0.3888850087
206	0.8201304753	0.3885273585
207	0.8201304753	0.3882733917
208	0.8205964585	0.3879851505
209	0.8210624418	0.3875955623
210	0.8205964585	0.3873891058
211	0.8205964585	0.3871595066
212	0.8210624418	0.3868266086
213	0.8205964585	0.3865055354
214	0.8210624418	0.3862132089
215	0.8205964585	0.3859059512
216	0.8205964585	0.3857809179
217	0.8205964585	0.3856648492
218	0.8205964585	0.3854889111
219	0.8205964585	0.3851998115
220	0.8210624418	0.3848891367
221	0.8210624418	0.3844949212
222	0.8210624418	0.384187974
223	0.821528425	0.3839019184
224	0.8224603914	0.3834549626
225	0.8224603914	0.3829873508
226	0.8224603914	0.3825372386
227	0.8229263747	0.3821082204
228	0.8229263747	0.3818645847
229	0.8233923579	0.3815948978
230	0.8233923579	0.3814055513
231	0.8233923579	0.381031391
232	0.8229263747	0.380841219
233	0.8224603914	0.3805863598
234	0.8229263747	0.3803884945
235	0.8229263747	0.3801037096
236	0.8233923579	0.3799066109
237	0.8238583411	0.3795683265
238	0.8252562908	0.3792510887
239	0.8247903075	0.3788867333
240	0.8247903075	0.378729717
241	0.8252562908	0.3785409951
242	0.8252562908	0.3783421895
243	0.8252562908	0.3779900111
244	0.8261882572	0.3778206939
245	0.8261882572	0.3775416298
246	0.8261882572	0.3772578931
247	0.8266542404	0.3770066635
248	0.8266542404	0.3767016622
249	0.8271202237	0.3764444865
250	0.8271202237	0.3761889655
251	0.8266542404	0.3760474597
252	0.8275862069	0.3758690959
253	0.8280521901	0.3755769565
254	0.8280521901	0.375409949
255	0.8285181733	0.3753044986
256	0.8280521901	0.3751031326
257	0.8280521901	0.3749609837
258	0.8280521901	0.3747509211
259	0.8285181733	0.3744626101
260	0.8289841566	0.3742339241
261	0.8289841566	0.3740172387
262	0.8289841566	0.3737470809
263	0.8289841566	0.3736249217
264	0.8289841566	0.3732792944
265	0.8289841566	0.3730103523
266	0.8289841566	0.3728913135
267	0.8289841566	0.3726365439
268	0.8289841566	0.3724017915
269	0.8289841566	0.372252267
270	0.8294501398	0.3721231849
271	0.8289841566	0.371940376
272	0.8294501398	0.3715598313
273	0.8294501398	0.3713843225
274	0.8294501398	0.3711376432
275	0.8294501398	0.3709283126
276	0.8303821062	0.3706884773
277	0.8308480895	0.3704978961
278	0.8308480895	0.370378842
279	0.8308480895	0.3701745286
280	0.8308480895	0.3700471426
281	0.8308480895	0.3696690553
282	0.8303821062	0.3694875922
283	0.8303821062	0.3693206466
284	0.8303821062	0.3691483733
285	0.8303821062	0.3690267907
286	0.8308480895	0.3688263704
287	0.8308480895	0.3684503788
288	0.8317800559	0.3682566485
289	0.8317800559	0.3680299033
290	0.8317800559	0.3677465166
291	0.8317800559	0.3674120935
292	0.8317800559	0.3672160432
293	0.8317800559	0.3670749947
294	0.8317800559	0.3668747341
295	0.8317800559	0.3666825519
296	0.8317800559	0.3664994688
297	0.8317800559	0.3663504664
298	0.8317800559	0.3660913774
299	0.8317800559	0.3658385784
300	0.8322460391	0.3656019324
301	0.8322460391	0.3652613066
302	0.8322460391	0.3650567694
303	0.8322460391	0.3649584855
304	0.8327120224	0.3646780808
305	0.834109972	0.3644153708
306	0.8345759553	0.3641762084
307	0.8336439888	0.3639109312
308	0.8350419385	0.3637154173
309	0.8350419385	0.3634674009
310	0.8355079217	0.3632063394
311	0.8359739049	0.3630297057
312	0.8355079217	0.3628965102
313	0.8359739049	0.3626924613
314	0.8359739049	0.3625204756
315	0.8369058714	0.3623221643
316	0.8369058714	0.3620230148
317	0.8378378378	0.3618204938
318	0.8378378378	0.361656913
319	0.8373718546	0.3614002733
320	0.8373718546	0.3611545999
321	0.8378378378	0.3609601451
322	0.8383038211	0.3607693817
323	0.8378378378	0.3605867889
324	0.8383038211	0.3604033586
325	0.8383038211	0.3602566275
326	0.8387698043	0.360010925
327	0.8387698043	0.3598407469
328	0.8387698043	0.3597179063
329	0.8397017707	0.3594839245
330	0.840167754	0.3591363488
331	0.8406337372	0.3589864569
332	0.8406337372	0.358791416
333	0.8406337372	0.3585979565
334	0.8410997204	0.3584070934
335	0.8410997204	0.3583097062
336	0.8410997204	0.3581736844
337	0.8415657036	0.3580041943
338	0.8415657036	0.3577729918
339	0.8424976701	0.3576181153
340	0.8424976701	0.3574453609
341	0.8420316869	0.3571590795
342	0.8420316869	0.3569341273
343	0.8420316869	0.3567366744
344	0.8420316869	0.3565047928
345	0.8420316869	0.3563599765
346	0.8420316869	0.356107565
347	0.8420316869	0.3559800625
348	0.8420316869	0.3557702805
349	0.8434296365	0.3552930333
350	0.8434296365	0.3551178482
351	0.8438956198	0.3548940453
352	0.8438956198	0.3547346724
353	0.8438956198	0.3544936062
354	0.8438956198	0.3543487097
355	0.8448275862	0.3542024409
356	0.8452935694	0.3539358042
357	0.8452935694	0.3537489803
358	0.8452935694	0.3535986231
359	0.8452935694	0.353391059
360	0.8452935694	0.3532147327
361	0.8452935694	0.3531284947
362	0.8452935694	0.3528536981
363	0.8452935694	0.3527670866
364	0.8452935694	0.3525823587
365	0.8452935694	0.3523830605
366	0.8452935694	0.3521491532
367	0.8462255359	0.3518356953
368	0.8462255359	0.3516886527
369	0.8462255359	0.3513975302
370	0.8466915191	0.3512693195
371	0.8462255359	0.3510055688
372	0.8462255359	0.3508468816
373	0.8462255359	0.3507007217
374	0.8462255359	0.350536392
375	0.8466915191	0.3502857105
376	0.8462255359	0.3501995037
377	0.8462255359	0.349998367
378	0.8466915191	0.3498238238
379	0.8466915191	0.349649192
380	0.8462255359	0.3494622416
381	0.8462255359	0.3492948376
382	0.8462255359	0.3490873443
383	0.8466915191	0.3488683227
384	0.8466915191	0.3487241329
385	0.8466915191	0.348509494
386	0.8466915191	0.3483535623
387	0.8466915191	0.3482025447
388	0.8476234856	0.3480770891
389	0.8476234856	0.3478472215
390	0.8476234856	0.3476038437
391	0.8480894688	0.3475131929
392	0.8480894688	0.347286731
393	0.8490214352	0.3471511153
394	0.8494874185	0.3469820852
395	0.8494874185	0.346763719
396	0.8499534017	0.3464652844
397	0.8499534017	0.3463370919
398	0.8499534017	0.3461970568
399	0.8504193849	0.3460281482
400	0.8504193849	0.3458712436
401	0.8504193849	0.3457511761
402	0.8504193849	0.3456619507
403	0.8504193849	0.3454644827
404	0.8508853681	0.3451056196
405	0.8508853681	0.3449312635
406	0.8508853681	0.3446785698
407	0.8508853681	0.3445400623
408	0.8508853681	0.3443632298
409	0.8508853681	0.3442101476
410	0.8508853681	0.3440735913
411	0.8513513514	0.3438400983
412	0.8513513514	0.3437772514
413	0.8508853681	0.3436214767
414	0.8508853681	0.3435127977
415	0.8513513514	0.34335444
416	0.8508853681	0.3431809028
417	0.8508853681	0.3430179112
418	0.8513513514	0.3428661946
419	0.8518173346	0.3427019358
420	0.8513513514	0.3424963002
421	0.8513513514	0.3423116836
422	0.8508853681	0.3421607539
423	0.8513513514	0.3420047385
424	0.8518173346	0.3419474769
425	0.8508853681	0.3418279965
426	0.8513513514	0.3417018962
427	0.8518173346	0.3414352955
428	0.8518173346	0.3412478338
429	0.8518173346	0.3411732426
430	0.8518173346	0.3410996937
431	0.8522833178	0.3409669639
432	0.8522833178	0.3409053902
433	0.8522833178	0.3407679135
434	0.8518173346	0.3405746704
435	0.8518173346	0.3404530162
436	0.852749301	0.3402195222
437	0.8522833178	0.3401445548
438	0.8522833178	0.3399763295
439	0.852749301	0.3397079818
440	0.8532152842	0.3395495121
441	0.8536812675	0.3393901401
442	0.8536812675	0.3392316708
443	0.8536812675	0.3390956295
444	0.8536812675	0.3389674391
445	0.8536812675	0.3388081276
446	0.8541472507	0.3387151511
447	0.8536812675	0.3386179581
448	0.8541472507	0.3385202664
449	0.8541472507	0.3383677287
450	0.8541472507	0.3382293568
451	0.8541472507	0.3380938506
452	0.8541472507	0.3378299384
453	0.8546132339	0.3376206697
454	0.8546132339	0.3374973099
455	0.8550792171	0.3373613911
456	0.8546132339	0.3372213099
457	0.8546132339	0.3370914475
458	0.8550792171	0.336945105
459	0.8550792171	0.3368521468
460	0.8555452004	0.336761259
461	0.8555452004	0.3365662623
462	0.8555452004	0.3363386577
463	0.8555452004	0.336222786
464	0.8555452004	0.3360523301
465	0.8555452004	0.3358995932
466	0.8555452004	0.3358441256
467	0.8560111836	0.3357438099
468	0.8560111836	0.3356166302
469	0.8560111836	0.3355042011
470	0.8560111836	0.3354259371
471	0.8560111836	0.3351897218
472	0.8560111836	0.3350709213
473	0.8564771668	0.3349482415
474	0.8564771668	0.3347587192
475	0.8564771668	0.3344722208
476	0.8564771668	0.3343483188
477	0.8564771668	0.3343303747
478	0.8564771668	0.3342283988
479	0.8564771668	0.3340625107
480	0.8564771668	0.3339200744
481	0.8564771668	0.3337685575
482	0.8564771668	0.3335892472
483	0.8564771668	0.3335388593
484	0.8564771668	0.3334095841
485	0.8564771668	0.3332438767
486	0.8564771668	0.3331141956
487	0.8564771668	0.3329870024
488	0.8564771668	0.3329255392
489	0.8564771668	0.3328202597
490	0.8564771668	0.3326712312
491	0.8564771668	0.3325609367
492	0.8564771668	0.3325192632
493	0.8564771668	0.3323714042
494	0.8564771668	0.3322231102
495	0.8564771668	0.3320520567
496	0.8564771668	0.3319915822
497	0.8564771668	0.3318941346
498	0.8564771668	0.3315383403
499	0.8564771668	0.331447065
500	0.8564771668	0.3313077351
501	0.8564771668	0.331115762
502	0.85694315	0.3309193458
503	0.85694315	0.3307819106
504	0.8564771668	0.3306368563
505	0.85694315	0.3304961062
506	0.85694315	0.3303715411
507	0.85694315	0.3303075198
508	0.8574091333	0.3301636199
509	0.8578751165	0.329988634
510	0.8578751165	0.3297769466
511	0.8583410997	0.3296327441
512	0.8583410997	0.3295409468
513	0.8583410997	0.3293350925
514	0.8583410997	0.3291960864
515	0.8583410997	0.3289857692
516	0.8583410997	0.3288271027
517	0.8583410997	0.3287528166
518	0.8583410997	0.3286758235
519	0.8588070829	0.3285568445
520	0.8588070829	0.328335859
521	0.8588070829	0.3282338193
522	0.8588070829	0.3281069122
523	0.8592730662	0.327966951
524	0.8592730662	0.3277633826
525	0.8592730662	0.3276901224
526	0.8592730662	0.3274858336
527	0.8592730662	0.3274317325
528	0.8592730662	0.3272697585
529	0.8592730662	0.3271091113
530	0.8592730662	0.3270278294
531	0.8597390494	0.3269113382
532	0.8597390494	0.3267199391
533	0.8602050326	0.326622764
534	0.8602050326	0.3265098174
535	0.8602050326	0.3262714889
536	0.8602050326	0.3260957053
537	0.8602050326	0.325994736
538	0.8606710158	0.3258281007
539	0.8606710158	0.325703145
540	0.8602050326	0.325588607
541	0.8602050326	0.3254481022
542	0.8602050326	0.3252968914
543	0.8602050326	0.3250742484
544	0.8602050326	0.3249557022
545	0.8606710158	0.3248232283
546	0.8606710158	0.3246466202
547	0.8606710158	0.32454207
548	0.8606710158	0.3244747068
549	0.8606710158	0.3243041032
550	0.8606710158	0.3241749459
551	0.8606710158	0.3240806294
552	0.8606710158	0.3239373386
553	0.8606710158	0.3238002931
554	0.8606710158	0.3236927319
555	0.8611369991	0.3235379617
556	0.8611369991	0.3233839451
557	0.8611369991	0.3232400389
558	0.8616029823	0.3231409999
559	0.8620689655	0.3229406612
560	0.8620689655	0.3228256395
561	0.8625349487	0.3226968045
562	0.8625349487	0.3225601298
563	0.8625349487	0.3224307095
564	0.8625349487	0.3222692265
565	0.863000932	0.3221202166
566	0.863000932	0.3219926685
567	0.863000932	0.3217807899
568	0.863000932	0.3217264122
569	0.863000932	0.3216180206
570	0.863000932	0.3215164016
571	0.863000932	0.3214129376
572	0.863000932	0.3212929227
573	0.863000932	0.3211940962
574	0.863000932	0.3211128361
575	0.863000932	0.3210504129
576	0.863000932	0.3209610682
577	0.863000932	0.3209075506
578	0.863000932	0.3208470868
579	0.863000932	0.3207017812
580	0.8620689655	0.3205559609
581	0.8625349487	0.3203701384
582	0.8625349487	0.3202994864
583	0.863000932	0.3201225092
584	0.863000932	0.3200186796
585	0.8625349487	0.3199622088
586	0.863000932	0.3198721151
587	0.863000932	0.319763929
588	0.8634669152	0.3196773897
589	0.863000932	0.3195526157
590	0.863000932	0.3194105002
591	0.863000932	0.3192992439
592	0.863000932	0.3191821379
593	0.863000932	0.3190620552
594	0.863000932	0.3189446943
595	0.863000932	0.3188415559
596	0.863000932	0.3188070738
597	0.8634669152	0.3186349996
598	0.8634669152	0.3184304508
599	0.8634669152	0.3183548544
600	0.8634669152	0.3182463006
601	0.8634669152	0.3180716963
602	0.8634669152	0.3179521197
603	0.8634669152	0.3177993764
604	0.8634669152	0.3176895577
605	0.8634669152	0.3176223029
606	0.8639328984	0.3175073823
607	0.8639328984	0.3173152282
608	0.8639328984	0.3172265359
609	0.8648648649	0.3170930879
610	0.8648648649	0.3169853993
611	0.8662628145	0.3168709943
612	0.8662628145	0.3167798481
613	0.8667287978	0.3166246115
614	0.8667287978	0.3164629541
615	0.8667287978	0.3163492901
616	0.8667287978	0.31615396
617	0.8667287978	0.3159880619
618	0.8662628145	0.3158589616
619	0.8662628145	0.3157372548
620	0.8667287978	0.3155668376
621	0.8667287978	0.3155063689
622	0.8667287978	0.3153609321
623	0.8667287978	0.3151514928
624	0.8667287978	0.3150121317
625	0.8667287978	0.3149088235
626	0.867194781	0.3147939759
627	0.8667287978	0.3147575128
628	0.8676607642	0.3146682588
629	0.867194781	0.3145171745
630	0.867194781	0.3144550943
631	0.8676607642	0.3143079135
632	0.8676607642	0.314173167
633	0.867194781	0.3139659892
634	0.867194781	0.3139444779
635	0.867194781	0.3138069871
636	0.8676607642	0.3136944257
637	0.8676607642	0.3135788827
638	0.8676607642	0.3134380779
639	0.8676607642	0.3133345274
640	0.8676607642	0.3131701942
641	0.8681267474	0.3130744243
642	0.8681267474	0.3129229252
643	0.8681267474	0.3128260123
644	0.8681267474	0.3127833617
645	0.8681267474	0.3127238087
646	0.8681267474	0.3125813258
647	0.8685927307	0.3124393798
648	0.8681267474	0.3123507525
649	0.8681267474	0.3122612294
650	0.8685927307	0.3121242249
651	0.8685927307	0.3119838652
652	0.8685927307	0.3118576419
653	0.8685927307	0.3117410821
654	0.8685927307	0.3116405898
655	0.8685927307	0.3115688216
656	0.8685927307	0.3114273007
657	0.8685927307	0.3112886738
658	0.8685927307	0.3112113271
659	0.8685927307	0.3110741461
660	0.8685927307	0.3109355926
661	0.8685927307	0.3108755547
662	0.8685927307	0.3108043576
663	0.8685927307	0.3106284921
664	0.8685927307	0.3105301196
665	0.8685927307	0.3104036724
666	0.8685927307	0.3103461168
667	0.8685927307	0.3101897797
668	0.8685927307	0.3101225494
669	0.8685927307	0.3100059516
670	0.8685927307	0.309966217
671	0.8685927307	0.3098784699
672	0.8685927307	0.30981062
673	0.8685927307	0.3096737341
674	0.8685927307	0.3095721822
675	0.8685927307	0.3094836063
676	0.8685927307	0.309411078
677	0.8685927307	0.3093849011
678	0.8685927307	0.3092847387
679	0.8685927307	0.3092062463
680	0.8685927307	0.3090900302
681	0.8685927307	0.3089978802
682	0.8685927307	0.3089191729
683	0.8685927307	0.3088723659
684	0.8685927307	0.308821702
685	0.8685927307	0.3086912016
686	0.8685927307	0.3085697856
687	0.8685927307	0.3084375995
688	0.8685927307	0.3084078863
689	0.8685927307	0.3082997825
690	0.8685927307	0.308207029
691	0.8685927307	0.3081279727
692	0.8685927307	0.3079208693
693	0.8685927307	0.3077853168
694	0.8685927307	0.3077443221
695	0.8685927307	0.3076449166
696	0.8685927307	0.3075054816
697	0.8685927307	0.3074584411
698	0.8685927307	0.3073381466
699	0.8685927307	0.3072217112
700	0.8685927307	0.3070655592
701	0.8690587139	0.3069080138
702	0.8690587139	0.306753465
703	0.8690587139	0.3066601757
704	0.8690587139	0.3065259421
705	0.8690587139	0.3063894793
706	0.8690587139	0.3063351705
707	0.8690587139	0.3061782841
708	0.8690587139	0.3061391322
709	0.8690587139	0.3060277069
710	0.8690587139	0.305907032
711	0.8695246971	0.3057685037
712	0.8695246971	0.3056884281
713	0.8695246971	0.3055260695
714	0.8699906803	0.3053984107
715	0.8699906803	0.3053283071
716	0.8699906803	0.3052544292
717	0.8695246971	0.3051309637
718	0.8699906803	0.3050194933
719	0.8699906803	0.3049146447
720	0.8695246971	0.3047980779
721	0.8695246971	0.3046781095
722	0.8695246971	0.3045373782
723	0.8695246971	0.3044191612
724	0.8695246971	0.3043645876
725	0.8695246971	0.304217736
726	0.8704566636	0.3041113131
727	0.8704566636	0.3039966992
728	0.8704566636	0.3038992301
729	0.8704566636	0.3038550809
730	0.8704566636	0.3037519378
731	0.8704566636	0.3037008146
732	0.8704566636	0.303633213
733	0.8704566636	0.3035760419
734	0.8704566636	0.3035196547
735	0.8704566636	0.3034051766
736	0.8704566636	0.3033171312
737	0.8704566636	0.3032644329
738	0.8709226468	0.3031446485
739	0.8704566636	0.3030767725
740	0.8709226468	0.3030146534
741	0.8704566636	0.3028890921
742	0.8704566636	0.3027784609
743	0.8709226468	0.3026708468
744	0.8709226468	0.302571186
745	0.8709226468	0.302453146
746	0.8709226468	0.3023931057
747	0.8709226468	0.3022820137
748	0.8709226468	0.3022331841
749	0.87138863	0.3020666622
750	0.87138863	0.3019720552
751	0.87138863	0.3018725387
752	0.87138863	0.3018320361
753	0.87138863	0.3017357082
754	0.8709226468	0.3016471024
755	0.8709226468	0.3015334222
756	0.8709226468	0.3014315319
757	0.8709226468	0.3012751161
758	0.87138863	0.3011861975
759	0.87138863	0.3010854707
760	0.87138863	0.3009364711
761	0.87138863	0.3008444577
762	0.8718546132	0.300748182
763	0.87138863	0.3007164444
764	0.87138863	0.3005834752
765	0.87138863	0.3004716615
766	0.87138863	0.3004003247
767	0.8723205965	0.3002771498
768	0.8723205965	0.3002534313
769	0.8723205965	0.3001610287
770	0.8723205965	0.3000651173
771	0.8723205965	0.2999032469
772	0.8723205965	0.2998085596
773	0.8727865797	0.2996997441
774	0.8723205965	0.2995701669
775	0.8723205965	0.299484843
776	0.8723205965	0.2994288289
777	0.8723205965	0.2994040827
778	0.8723205965	0.2993515688
779	0.8723205965	0.2992751663
780	0.8727865797	0.2991269025
781	0.8727865797	0.2989838943
782	0.8727865797	0.2988199499
783	0.8727865797	0.2987862571
784	0.8727865797	0.2987172125
785	0.8727865797	0.2986260178
786	0.8727865797	0.2986074065
787	0.8727865797	0.2985245152
788	0.8727865797	0.2983706045
789	0.8723205965	0.298259926
790	0.8723205965	0.2981365406
791	0.8718546132	0.2980414923
792	0.8718546132	0.2979573661
793	0.8723205965	0.297887747
794	0.8723205965	0.2978399505
795	0.8723205965	0.2977298637
796	0.8727865797	0.297607249
797	0.8727865797	0.2975778644
798	0.8727865797	0.2974805397
799	0.8727865797	0.2973781372
800	0.8727865797	0.2972628349
801	0.8727865797	0.2971654139
802	0.8727865797	0.297077493
803	0.8727865797	0.2970223848
804	0.8727865797	0.2969609974
805	0.8723205965	0.296863948
806	0.8727865797	0.2967618318
807	0.8727865797	0.2966726223
808	0.8727865797	0.2965963806
809	0.8727865797	0.2965024769
810	0.8727865797	0.2964037136
811	0.8727865797	0.2963166216
812	0.8727865797	0.2961678474
813	0.8727865797	0.2961009372
814	0.8727865797	0.2960715732
815	0.8727865797	0.295936429
816	0.8727865797	0.2958099979
817	0.8727865797	0.2957761678
818	0.8727865797	0.2957137229
819	0.8727865797	0.2956215393
820	0.8727865797	0.2955529826
821	0.8727865797	0.2954673131
822	0.8727865797	0.2953943469
823	0.8727865797	0.2953127084
824	0.8727865797	0.2952888035
825	0.8723205965	0.2952322379
826	0.8723205965	0.2951638052
827	0.8723205965	0.2950220521
828	0.8723205965	0.2948761475
829	0.8723205965	0.2947777542
830	0.8723205965	0.2947289154
831	0.8723205965	0.2946306853
832	0.8723205965	0.2945510399
833	0.8723205965	0.2944934926
834	0.8723205965	0.2943705139
835	0.8723205965	0.2942297863
836	0.8723205965	0.2941498434
837	0.8723205965	0.2940184102
838	0.8727865797	0.2938662215
839	0.8727865797	0.2937519953
840	0.8723205965	0.2936225816
841	0.8723205965	0.2935189081
842	0.8723205965	0.2934867612
843	0.8727865797	0.2933919396
844	0.8727865797	0.2933040056
845	0.8727865797	0.2931761128
846	0.8727865797	0.2930703603
847	0.8727865797	0.2929934472
848	0.8723205965	0.292916345
849	0.8723205965	0.2928296433
850	0.8727865797	0.2926882069
851	0.8723205965	0.2926086871
852	0.8727865797	0.2925585844
853	0.8732525629	0.2924216141
854	0.8732525629	0.2923469779
855	0.8732525629	0.2922964798
856	0.8741845294	0.292215494
857	0.8746505126	0.2920847411
858	0.8751164958	0.2919828104
859	0.8751164958	0.2918986378
860	0.8751164958	0.291824842
861	0.8751164958	0.2917194764
862	0.8751164958	0.291644209
863	0.875582479	0.2915015068
864	0.875582479	0.2913903814
865	0.875582479	0.2913419692
866	0.875582479	0.2912039673
867	0.875582479	0.2910864771
868	0.875582479	0.291021281
869	0.875582479	0.2909267559
870	0.8751164958	0.2908541972
871	0.8751164958	0.2907529392
872	0.8751164958	0.2906640891
873	0.8751164958	0.290594396
874	0.8751164958	0.2905088219
875	0.8751164958	0.2904126636
876	0.8751164958	0.2902738783
877	0.8751164958	0.2901652535
878	0.8751164958	0.2901059755
879	0.8751164958	0.290050442
880	0.8751164958	0.2899875095
881	0.8751164958	0.2899361948
882	0.8751164958	0.2898449945
